item,itemLabel,dob,twfyid,sexLabel
http://www.wikidata.org/entity/Q1521796,"Henry de Beauchamp, 1st Duke of Warwick",1425-03-30T00:00:00Z,,male
http://www.wikidata.org/entity/Q1528221,"Guy Greville, 9th Earl of Warwick",1957-01-30T00:00:00Z,,male
http://www.wikidata.org/entity/Q1528221,"Guy Greville, 9th Earl of Warwick",1957-06-30T00:00:00Z,,male
http://www.wikidata.org/entity/Q1541951,Graham James,1951-01-19T00:00:00Z,12844,male
http://www.wikidata.org/entity/Q1572471,"John Wilson, 2nd Baron Moran",1924-09-22T00:00:00Z,13043,male
http://www.wikidata.org/entity/Q1574706,"John Coleridge, 1st Baron Coleridge",1820-12-03T00:00:00Z,14871,male
http://www.wikidata.org/entity/Q1579115,"William Lloyd George, 3rd Viscount Tenby",1927-11-07T00:00:00Z,12976,male
http://www.wikidata.org/entity/Q1590405,"Richard Wilberforce, Baron Wilberforce",1907-03-11T00:00:00Z,12956,male
http://www.wikidata.org/entity/Q5311932,"Dudley North, 3rd Baron North",1581-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q5311967,"Dudley Ryder, 7th Earl of Harrowby",1922-12-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q5311987,"Dudley Stanhope, 9th Earl of Harrington",1859-01-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q5314138,"Dunbar Douglas, 6th Earl of Selkirk",1809-04-22T00:00:00Z,,male
http://www.wikidata.org/entity/Q5337132,"Edgar Berkeley Gifford, 4th Baron Gifford",1857-03-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q5339315,"Edmund Braye, 1st Baron Braye",1484-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q5339534,"Edmund Hammond, 1st Baron Hammond",1802-06-25T00:00:00Z,,male
http://www.wikidata.org/entity/Q5339575,"Edmund Ironside, 2nd Baron Ironside",1924-09-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q5339825,"Edmund Sheffield, 2nd Duke of Buckingham and Normanby",1715-01-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q5339825,"Edmund Sheffield, 2nd Duke of Buckingham and Normanby",1716-01-11T00:00:00Z,,male
http://www.wikidata.org/entity/Q5340248,"Edric Gifford, 3rd Baron Gifford",1849-07-05T00:00:00Z,,male
http://www.wikidata.org/entity/Q5341761,"Edward Baring, 1st Baron Revelstoke",1828-04-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q5341949,"Edward Bootle-Wilbraham, 1st Earl of Lathom",1837-12-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q5342041,"Edward Bruce, 10th Earl of Elgin",1881-06-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q5342041,"Edward Bruce, 10th Earl of Elgin",1881-06-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q5342286,"Edward Chichester, 4th Marquess of Donegall",1799-06-11T00:00:00Z,,male
http://www.wikidata.org/entity/Q5342289,"Edward Chichester, 6th Marquess of Donegall",1903-10-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q5342349,"Edward Coke, 7th Earl of Leicester",1936-05-06T00:00:00Z,,male
http://www.wikidata.org/entity/Q5342358,"Edward Colebrooke, 1st Baron Colebrooke",1861-10-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q5342459,"Edward Crofton, 2nd Baron Crofton",1806-08-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q5342478,"Edward Curzon, 6th Earl Howe",1908-08-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q5342593,"Edward Digby, 2nd Earl Digby",1773-01-06T00:00:00Z,,male
http://www.wikidata.org/entity/Q5342894,"Edward Fiennes-Clinton, 18th Earl of Lincoln",1913-02-23T00:00:00Z,,male
http://www.wikidata.org/entity/Q5343371,"Edward Hay, 13th Marquess of Tweeddale",1947-08-06T00:00:00Z,,male
http://www.wikidata.org/entity/Q5343761,"Edward Jessel, 2nd Baron Jessel",1904-03-25T00:00:00Z,,male
http://www.wikidata.org/entity/Q5344057,"Edward Lascelles, 1st Earl of Harewood",1740-01-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q5344101,"Edward Leeson, 6th Earl of Milltown",1835-10-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q5344490,"Edward Montagu-Stuart-Wortley-Mackenzie, 1st Earl of Wharncliffe",1827-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q5344497,Edward Montagu,1485-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q5344519,"Edward Morris, 1st Baron Morris",1858-05-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q5344519,"Edward Morris, 1st Baron Morris",1859-05-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q5344557,"Edward Murray Colston, 2nd Baron Roundway",1880-12-31T00:00:00Z,,male
http://www.wikidata.org/entity/Q5344657,"Edward O'Brien, 14th Baron Inchiquin",1839-05-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q5344777,"Edward Partington, 1st Baron Doverdale",1836-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q5344888,"Edward Portman, 9th Viscount Portman",1934-04-22T00:00:00Z,,male
http://www.wikidata.org/entity/Q5345142,"Edward Russell, 26th Baron de Clifford",1907-01-31T00:00:00Z,,male
http://www.wikidata.org/entity/Q5345194,"Edward Sackville-West, 5th Baron Sackville",1901-11-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q5345265,"Edward Scudamore-Stanhope, 12th Earl of Chesterfield",1889-02-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q5345407,"John Stanley, 18th Earl of Derby",1918-04-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q5345408,"Edward Stanley, 19th Earl of Derby",1962-10-10T00:00:00Z,,male
http://www.wikidata.org/entity/Q5345801,"Edward Ward, 4th Viscount Bangor",1827-02-23T00:00:00Z,,male
http://www.wikidata.org/entity/Q5346027,"Edward Younger, 3rd Viscount Younger of Leckie",1906-11-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q5346967,"Edwyn Scudamore-Stanhope, 10th Earl of Chesterfield",1854-03-15T00:00:00Z,,male
http://www.wikidata.org/entity/Q5392870,"Ernest Cable, 1st Baron Cable",1859-12-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q5393168,"Ernest Greenhill, 1st Baron Greenhill",1887-04-23T00:00:00Z,,male
http://www.wikidata.org/entity/Q5393271,"Ernest Hives, 1st Baron Hives",1886-04-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q5393431,"Ernest Lamb, 1st Baron Rochester",1876-09-04T00:00:00Z,18039,male
http://www.wikidata.org/entity/Q5393658,"Ernest Palmer, 1st Baron Palmer",1858-03-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q5393810,"Ernest Simon, 1st Baron Simon of Wythenshawe",1879-10-09T00:00:00Z,21152,male
http://www.wikidata.org/entity/Q5393996,"Ernest Whitfield, 1st Baron Kenswood",1887-09-15T00:00:00Z,,male
http://www.wikidata.org/entity/Q5395845,"Erskine Nicolson, 3rd Baron Carnock",1884-03-26T00:00:00Z,,male
http://www.wikidata.org/entity/Q5415495,"Evan Morgan, 2nd Viscount Tredegar",1893-07-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q5480156,"Francis Basset, 1st Baron de Dunstanville and Basset",1757-08-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q5480230,"Francis Bertie, 1st Viscount Bertie of Thame",1844-08-17T00:00:00Z,,male
http://www.wikidata.org/entity/Q5480453,"Francis Caulfeild, 2nd Earl of Charlemont",1775-01-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q5480661,"Francis Curzon, 3rd Viscount Scarsdale",1924-07-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q5480720,"Francis Denzil Edward Baring, 5th Baron Ashburton",1866-07-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q5480753,"Francis Douglas, 11th Marquess of Queensberry",1896-01-17T00:00:00Z,,male
http://www.wikidata.org/entity/Q15491450,Francis Pemberton,1624-07-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q15491450,Francis Pemberton,1625-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q15513823,"John Arbuthnott, 8th Viscount of Arbuthnott",1778-01-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q15623745,"Rosamund Greaves, 11th Countess of Dysart",1914-02-15T00:00:00Z,,female
http://www.wikidata.org/entity/Q15623747,"Wenefryde Scott, 10th Countess of Dysart",1889-11-13T00:00:00Z,,female
http://www.wikidata.org/entity/Q15733402,"James Caulfeild, 8th Viscount Charlemont",1880-05-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q15779271,Julian Henderson,1954-07-23T00:00:00Z,25939,male
http://www.wikidata.org/entity/Q15782386,"Alfred Wilson, Baron Wilson of Radcliffe",1909-06-10T00:00:00Z,,male
http://www.wikidata.org/entity/Q15784120,"Arthur Hay, 15th Earl of Kinnoul",1935-03-26T00:00:00Z,,male
http://www.wikidata.org/entity/Q15787863,"Bernard Croft, 3rd Baron Croft",1949-08-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q15794668,"Colin Strang, 2nd Baron Strang",1922-06-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q15804771,"David Brassey, 3rd Baron Brassey of Apethorpe",1932-09-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q15804772,David Gerald Brooks,1934-09-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q15807376,"Edward Gibson, 4th Baron Ashbourne",1933-01-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q15810076,"Francis Phillimore, 5th Baron Phillimore",1944-11-25T00:00:00Z,,male
http://www.wikidata.org/entity/Q15811659,"Geoffrey Dormer, 17th Baron Dormer",1920-05-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q15811845,George Wallace,1915-02-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q15815161,"Henry Westenra, 4th Baron Rossmore",1851-11-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q15816150,Hugo Money-Coutts,1926-03-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q15819827,"Ian Balfour, 2nd Baron Balfour of Inchrye",1924-12-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q15820709,"James Baillieu, 3rd Baron Baillieu",1950-11-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q15820714,"James Cecil, 3rd Baron Rockley",1934-04-05T00:00:00Z,,male
http://www.wikidata.org/entity/Q15821515,"John Braye, 2nd Baron Braye",1500-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q15834025,"Mark Bampfylde, 7th Baron Poltimore",1957-06-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q15834220,"Martin Noel-Buxton, 3rd Baron Noel-Buxton",1940-12-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q15842355,"Richard Boyle, 9th Earl of Shannon",1924-10-23T00:00:00Z,,male
http://www.wikidata.org/entity/Q15842384,Richard Head,1937-02-27T00:00:00Z,,male
http://www.wikidata.org/entity/Q15842390,"Richard Law, 8th Baron Ellenborough",1926-01-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q15842391,"Richard Legh, 5th Baron Newton",1950-01-11T00:00:00Z,,male
http://www.wikidata.org/entity/Q15842752,"Robert Yerburgh, 2nd Baron Alvingham",1926-12-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q15853586,"Walter de Fauconberg, 1st Baron Fauconberg",1250-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q15854694,"William Westenra, 6th Baron Rossmore",1892-07-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q15854695,"William Westenra, 7th Baron Rossmore",1931-02-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q15857081,"Paul Greenway, 3rd Baron Greenway",1917-01-31T00:00:00Z,,male
http://www.wikidata.org/entity/Q15859270,"John Baillie-Hamilton, 13th Earl of Haddington",1941-12-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q15956294,"Henry Seymour, 9th Marquess of Hertford",1958-07-06T00:00:00Z,,male
http://www.wikidata.org/entity/Q15967381,"Henry Lyons, 1st Baron Ennisdale",1877-08-29T00:00:00Z,,male
http://www.wikidata.org/entity/Q15967476,"John Forster, 1st Baron Forster of Harraby",1888-09-15T00:00:00Z,,male
http://www.wikidata.org/entity/Q6114941,"Jack Russell, 25th Baron de Clifford",1884-07-02T00:00:00Z,,male
http://www.wikidata.org/entity/Q6119116,"Jacob Pleydell-Bouverie, 8th Earl of Radnor",1927-11-10T00:00:00Z,,male
http://www.wikidata.org/entity/Q7351413,Robert de Malberthorp,1201-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7352561,"Robin Inskip, 2nd Viscount Caldecote",1917-10-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q7352644,Robin Maugham,1916-05-17T00:00:00Z,,male
http://www.wikidata.org/entity/Q7352720,"Robin Plunket, 8th Baron Plunket",1925-12-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q7358049,"Roger Cunliffe, 3rd Baron Cunliffe",1932-01-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q7358558,"Roger Lumley, 11th Earl of Scarbrough",1896-07-27T00:00:00Z,18186,male
http://www.wikidata.org/entity/Q459947,"Edmund Beaufort, 2nd Duke of Somerset",1406-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q6226378,"John Clifford, 7th Baron de Clifford",1388-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q6226600,"John Cole, 2nd Earl of Enniskillen",1768-03-23T00:00:00Z,,male
http://www.wikidata.org/entity/Q4719683,"Alexander Montgomerie, 10th Earl of Eglinton",1723-02-10T00:00:00Z,,male
http://www.wikidata.org/entity/Q6253321,"John Pratt, 4th Marquess Camden",1872-02-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q6253475,"John Proby, 1st Earl of Carysfort",1751-08-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q26078951,"George Muff, 2nd Baron Calverley",1914-05-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q4799001,"Arthur Hazlerigg, 2nd Baron Hazlerigg",1910-02-24T00:00:00Z,,male
http://www.wikidata.org/entity/Q4799070,"Arthur Hill, 3rd Marquess of Downshire",1778-10-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q6678694,"George Cambridge, 2nd Marquess of Cambridge",1895-10-11T00:00:00Z,,male
http://www.wikidata.org/entity/Q914546,"Thomas Scott-Ellis, 8th Baron Howard de Walden",1880-05-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q919338,"John Beaufort, 1st Duke of Somerset",1404-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q8006985,"William Coleridge, 5th Baron Coleridge",1937-06-18T00:00:00Z,,male
http://www.wikidata.org/entity/Q8007034,"William Compton, 4th Marquess of Northampton",1818-08-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q5075499,"Charles Beauclerk, 13th Duke of St Albans",1915-08-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q9267235,"George Coventry, 10th Earl of Coventry",1900-09-10T00:00:00Z,,male
http://www.wikidata.org/entity/Q9287835,"Nicolas Gage, 8th Viscount Gage",1934-04-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q9370667,"Walter Hore-Ruthven, 1st Baron Ruthven of Gowrie",1838-06-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q1318009,William Robertson,1930-12-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q5112762,Christopher Lowson,1953-02-03T00:00:00Z,25724,male
http://www.wikidata.org/entity/Q5112795,Christopher Makins,1942-07-23T00:00:00Z,,male
http://www.wikidata.org/entity/Q62068099,"Thomas Borthwick, 1st Baron Whitburgh",1874-08-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q26480635,"Alastair Akers-Douglas, 4th Viscount Chilston",1946-09-05T00:00:00Z,,male
http://www.wikidata.org/entity/Q15456807,"Gerard Collier, 5th Baron Monkswell",1947-01-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q15463333,"John Mordaunt, 1st Viscount Mordaunt",1626-06-18T00:00:00Z,,male
http://www.wikidata.org/entity/Q5310067,"Du Pre Alexander, 2nd Earl of Caledon",1777-12-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q5311800,"Dudley Aman, 1st Baron Marley",1884-05-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q1537073,"Johan Steyn, Baron Steyn",1932-08-15T00:00:00Z,13389,male
http://www.wikidata.org/entity/Q1538110,"Gordon Slynn, Baron Slynn of Hadley",1930-02-17T00:00:00Z,13653,male
http://www.wikidata.org/entity/Q5386471,"Eric Fellowes, 3rd Baron Ailwyn",1887-11-24T00:00:00Z,,male
http://www.wikidata.org/entity/Q17326466,"Sydney Arnold, 1st Baron Arnold",1878-01-13T00:00:00Z,19691,male
http://www.wikidata.org/entity/Q21686766,"Edward Anthony John Preston, 13th Viscount Gormanston",1796-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q21686771,"Rupert Baring, 4th Baron Revelstoke",1911-02-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q21693263,"Thomas Coats, 2nd Baron Glentanar",1894-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q21693316,"Hugo Philipps, 3rd Baron Milford",1929-08-27T00:00:00Z,,male
http://www.wikidata.org/entity/Q21693604,"William Hugh Clifford, 10th Baron Clifford of Chudleigh",1858-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q21705083,"Norman Arthur Citrine, 2nd Baron Citrine",1914-09-27T00:00:00Z,,male
http://www.wikidata.org/entity/Q21705473,"Luke White, 3rd Baron Annaly",1857-02-25T00:00:00Z,,male
http://www.wikidata.org/entity/Q21705613,"John Biddulph, 2nd Baron Biddulph",1869-11-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q15967557,"William Conolly-Carew, 6th Baron Carew",1905-04-23T00:00:00Z,,male
http://www.wikidata.org/entity/Q15967758,"Charles Spencer Denman, 5th Baron Denman",1916-07-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q15967886,"Percival Perry, 1st Baron Perry",1878-03-18T00:00:00Z,,male
http://www.wikidata.org/entity/Q15968123,"Gilbert Monckton, 2nd Viscount Monckton of Brenchley",1915-11-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q15971114,"John Hindley, 1st Viscount Hyndley",1883-10-24T00:00:00Z,,male
http://www.wikidata.org/entity/Q15971130,"Alan Cathcart, 6th Earl Cathcart",1919-08-22T00:00:00Z,,male
http://www.wikidata.org/entity/Q15972429,"Henry Dewar, 3rd Baron Forteviot",1906-02-23T00:00:00Z,,male
http://www.wikidata.org/entity/Q15989861,"John Bramston, the elder",1577-05-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q15989899,"John Cavendish, 5th Baron Chesham",1916-06-18T00:00:00Z,,male
http://www.wikidata.org/entity/Q15990025,"George Manners Astley, 20th Baron Hastings",1857-04-04T00:00:00Z,,male
http://www.wikidata.org/entity/Q15990179,"Charles Spring Rice, 5th Baron Monteagle of Brandon",1887-01-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q15990273,"Patrick Seely, 3rd Baron Mottistone",1905-08-18T00:00:00Z,,male
http://www.wikidata.org/entity/Q15994560,"George Kinnaird, 7th Lord Kinnaird",1754-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q15995796,"George Kemp, 1st Baron Rochdale",1866-06-09T00:00:00Z,15305,male
http://www.wikidata.org/entity/Q15995840,"John Arundell, 16th Baron Arundell of Wardour",1907-06-18T00:00:00Z,,male
http://www.wikidata.org/entity/Q15996185,"Oliver Wallop, 8th Earl of Portsmouth",1861-01-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q15997556,"Francis Hopwood, 1st Baron Southborough",1860-12-02T00:00:00Z,,male
http://www.wikidata.org/entity/Q15997915,"John Davies, 1st Baron Darwen",1885-03-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q62068122,"Hugh Edwardes, 8th Baron Kensington",1933-11-24T00:00:00Z,,male
http://www.wikidata.org/entity/Q62068203,"Charles Abney-Hastings, 1st Baron Donington",1822-06-17T00:00:00Z,,male
http://www.wikidata.org/entity/Q62068213,"Henry Allsopp, 5th Baron Hindlip",1912-07-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q62068294,"Richard Noel-Hill, 7th Baron Berwick",1847-05-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q62071879,"Evelyn Baring, 4th Earl of Cromer",1946-06-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q62071890,"David Beatty, 3rd Earl Beatty",1946-11-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q62071991,"Michael Gully, 4th Viscount Selby",1942-08-15T00:00:00Z,,male
http://www.wikidata.org/entity/Q62072007,"Other Windsor-Clive, 3rd Earl of Plymouth",1923-10-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q62072013,"Owen Stanley Buckmaster, 2nd Viscount Buckmaster",1890-09-24T00:00:00Z,,male
http://www.wikidata.org/entity/Q62072024,"Richard Bigham, 4th Viscount Mersey",1934-07-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q62072103,"Seymour Egerton, 7th Earl of Wilton",1921-05-29T00:00:00Z,,male
http://www.wikidata.org/entity/Q62072109,"Ronald Temple-Gore-Langton, 7th Earl Temple of Stowe",1910-11-05T00:00:00Z,,male
http://www.wikidata.org/entity/Q62072212,"Thomas Robert Douglas Craven, 7th Earl of Craven",1957-08-24T00:00:00Z,,male
http://www.wikidata.org/entity/Q62072236,"Francis Hopwood, 4th Baron Southborough",1922-05-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q62072254,"Charles Hugh Richard Fortescue, 8th Earl Fortescue",1951-05-10T00:00:00Z,,male
http://www.wikidata.org/entity/Q62082383,"Francis Hastings, 13th Earl of Huntingdon",1808-07-31T00:00:00Z,,male
http://www.wikidata.org/entity/Q62082511,"Ashley Huggins, 3rd Viscount Malvern",1949-10-26T00:00:00Z,,male
http://www.wikidata.org/entity/Q62086179,"Peter Bennet, 10th Earl of Tankerville",1956-10-18T00:00:00Z,,male
http://www.wikidata.org/entity/Q62086183,"Hugh Campbell, 4th Earl Cawdor",1870-06-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q62086188,"Antony Clegg-Hill, 8th Viscount Hill",1931-03-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q62086191,"William Eden, 4th Baron Auckland",1829-01-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q62086208,"Anthony Keith Falconer, 7th Earl of Kintore",1794-04-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q62086212,"Thomas Knox,  4th Earl of Ranfurly",1849-07-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q62086267,"Charles Pepys, 2nd Earl of Cottenham",1824-04-30T00:00:00Z,,male
http://www.wikidata.org/entity/Q62086270,"George Parker, 8th Earl of Macclesfield",1914-05-06T00:00:00Z,,male
http://www.wikidata.org/entity/Q62086322,"John Manners, 5th Baron Manners",1923-02-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q62086345,"Roger Mills, 2nd Viscount Mills",1919-06-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q62086356,"Keith Rous, 6th Earl of Stradbroke",1937-03-25T00:00:00Z,,male
http://www.wikidata.org/entity/Q62086390,"William Wellesley, 2nd Earl Cowley",1834-08-25T00:00:00Z,,male
http://www.wikidata.org/entity/Q62086393,"William Trench, 5th Earl of Clancarty",1868-12-29T00:00:00Z,,male
http://www.wikidata.org/entity/Q62086397,"Donald Makgill, 12th Viscount of Oxfuird",1899-12-31T00:00:00Z,,male
http://www.wikidata.org/entity/Q64374395,"Francis Browne, 4th Baron Kilmaine",1843-03-24T00:00:00Z,,male
http://www.wikidata.org/entity/Q64748583,"John Browne, 3rd Baron Kilmaine",1794-06-11T00:00:00Z,,male
http://www.wikidata.org/entity/Q73183575,"David Russell Bailey, 4th Baron Glanusk",1917-11-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q75248835,"Ferdinando Dudley William Lea Smith, 12th Lord Dudley",1872-04-04T00:00:00Z,,male
http://www.wikidata.org/entity/Q75251910,"Hugh Grosvenor, 2nd Baron Stalbridge",1880-05-05T00:00:00Z,,male
http://www.wikidata.org/entity/Q75260191,"Charles John Brinsley Butler, 7th Earl of Lanesborough",1865-12-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q75270130,"Byron Cary, 12th Viscount Falkland",1845-04-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q75270773,"Lucius Plantagenet Cary, 13th Viscount of Falkland",1880-09-23T00:00:00Z,,male
http://www.wikidata.org/entity/Q75398697,"Henry Edwyn King-Tenison, 9th Earl of Kingston",1874-09-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q75542638,"James Hennessy, 2nd Baron Windlesham",1903-08-04T00:00:00Z,,male
http://www.wikidata.org/entity/Q75569907,"David Lloyd George, 2nd Viscount Tenby",1922-11-04T00:00:00Z,,male
http://www.wikidata.org/entity/Q76074388,"Herbert Clark Lewis, 2nd Baron Merthyr",1866-07-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q5497890,"Arthur Greer, 1st Baron Fairfield",1863-10-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q5498016,"Frederick Hervey, 1st Marquess of Bristol",1769-10-02T00:00:00Z,23557,male
http://www.wikidata.org/entity/Q5498020,"Frederick Hervey, 8th Marquess of Bristol",1979-10-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q5498097,"Frederick Irby, 2nd Baron Boston",1749-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q5498235,"Frederick Lamb, 3rd Viscount Melbourne",1782-04-17T00:00:00Z,,male
http://www.wikidata.org/entity/Q5498274,"Frederick Lewis, 1st Baron Essendon",1870-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q5498569,"Frederick Ponsonby, 1st Baron Sysonby",1867-09-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q5498570,"Frederick Ponsonby, 6th Earl of Bessborough",1815-09-11T00:00:00Z,,male
http://www.wikidata.org/entity/Q5498741,"Frederick Smith, 1st Baron Colwyn",1859-01-24T00:00:00Z,,male
http://www.wikidata.org/entity/Q5498747,"Frederick Smith, 2nd Viscount Hambleden",1868-08-12T00:00:00Z,15544,male
http://www.wikidata.org/entity/Q5498886,"Frederick Trench, 3rd Baron Ashtown",1868-02-02T00:00:00Z,,male
http://www.wikidata.org/entity/Q5499143,"Frederick Wise, 1st Baron Wise",1887-04-10T00:00:00Z,19712,male
http://www.wikidata.org/entity/Q5507949,"Fulke Greville-Nugent, 1st Baron Greville",1821-01-01T00:00:00Z,15210,male
http://www.wikidata.org/entity/Q5528093,"Gavin Campbell, 1st Marquess of Breadalbane",1851-04-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q5528167,"Gavin Hamilton, 2nd Baron Hamilton of Dalzell",1872-06-29T00:00:00Z,,male
http://www.wikidata.org/entity/Q5528174,"Gavin Henderson, 2nd Baron Faringdon",1902-03-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q5534529,"Geoffrey Coleridge, 3rd Baron Coleridge",1877-07-23T00:00:00Z,,male
http://www.wikidata.org/entity/Q5534600,"Geoffrey FitzClarence, 3rd Earl of Munster",1859-07-18T00:00:00Z,,male
http://www.wikidata.org/entity/Q5534601,"Geoffrey FitzClarence, 5th Earl of Munster",1906-02-17T00:00:00Z,,male
http://www.wikidata.org/entity/Q5534925,"Geoffrey Taylour, 4th Marquess of Headfort",1878-06-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q5534950,"Geoffrey Waldegrave, 12th Earl Waldegrave",1905-11-21T00:00:00Z,,male
